id_programa,nombre_programa,id_area,area_conocimiento_original
229,TÉCNICO LABORAL EN GESTIÓN CONTABLE Y FINANCIERA,2,FINANZAS Y ADMINISTRACIÓN
230,TÉCNICO LABORAL EN ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
231,CONOCIMIENTOS ACADÉMICOS EN FUNDAMENTOS DE ACTUACIÓN Y MODELAJE BÁSICO INFANTIL (INTEGRADO),17,No especificada
232,TÉCNICO LABORAL POR COMPETENCIAS EN SOLDADOR POR AUTOGENA  Y ELECTRICO,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
233,TÉCNICO LABORAL POR COMPETENCIA EN ATENCION DE MESA Y BAR,7,VENTAS Y SERVICIOS
234,CONOCIMIENTOS ACADEMICOS EN INGLES A2,28,No especificada
235,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CONTABLE Y FINANCIERO,2,VENTAS Y SERVICIOS
236,DISEÑO Y DIGITALIZACION GRAFICA,22,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
237,TÉCNICO LABORAL EN AGENTE DE TRANSITO,19,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
238,TÉCNICO LABORAL EN PERCUSION TRADICIONAL,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
239,TÉCNICO LABORAL EN AUXILIAR DE TESORERÍA Y FINANCIERA,2,FINANZAS Y ADMINISTRACIÓN
240,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
241,TÉCNICO LABORAL EN AUXILIAR EN SALUD PÚBLICA,13,SALUD
242,TÉCNICO LABORAL POR COMPETENCIA AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
243,TÉCNICO LABORAL EN ASISTENCIA SOCIAL PARA LA SEGURIDAD,18,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
244,"CONOCIMIENTOS ACADÉMICOS EN IDIOMA INGLES INICIAL, BÁSICO, INTERMEDIO Y AVANZADO NIVELES A1, A2, B1, B2 Y C1",28,No especificada
245,TÉCNICO LABORAL EN AUXILIAR DE PREESCOLAR,17,VENTAS Y SERVICIOS
246,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
247,TÉCNICO LABORAL EN PELUQUERIA,6,VENTAS Y SERVICIOS
248,CONOCIMIENTOS ACADÉMICOS EN INGLES B2,28,No especificada
249,TÉCNICO LABORAL EN ASISTENTE EN TALENTO HUMANO,3,VENTAS Y SERVICIOS
250,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,VENTAS Y SERVICIOS
251,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
252,TÉCNICO LABORAL EN LOCUCION Y PRODUCCION DE MEDIOS AUDIOVISUALES,11,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
253,CONOCIMIENTOS ACADÉMICOS EN LENGUA INGLESA,28,No especificada
254,TÉCNICO LABORAL EN DISEÑO GRAFICO,22,VENTAS Y SERVICIOS
255,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERA,2,FINANZAS Y ADMINISTRACIÓN
256,TÉCNICO LABORAL EN MAQUILLAJE ARTISTICO Y DECORATIVO,6,VENTAS Y SERVICIOS
257,CONOCIMIENTOS ACADÉMICOS EN FRANCES NIVEL B1,28,No especificada
258,TÉCNICO LABORAL POR  COMPETENCIAS  COMO AUXILIAR EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
259,TÉCNICO LABORAL POR COMPETENCIAS AUXILIAR DEL CUIDADO DE NIÑOS,13,VENTAS Y SERVICIOS
260,CONOCIMIENTOS ACADÉMICOS EN ALEMAN PRE INTER B1,28,No especificada
261,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
262,TÉCNICO LABORAL EN AUXILIAR EN CONTABILIDAD Y FINANZAS,2,FINANZAS Y ADMINISTRACIÓN
263,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,FINANZAS Y ADMINISTRACIÓN
264,"TÉCNICO LABORAL EN MATENIMIENTO, REPARACIÓN Y ELECTRICIDADAD DE MOTOCICLETAS 2T Y 4T",28,No especificada
265,TÉCNICO LABORAL EN ATENCIÓN A LA PRIMERA INFANCIA,17,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
266,TÉCNICO LABORAL EN AUXILIAR DE SEGURIDAD EN EL TRABAJO,19,VENTAS Y SERVICIOS
267,CONOCIMIENTOS BÁSICOS EN SISTEMAS Y APTITUDES OCUPACIONALES,8,No especificada
268,CONOCIMIENTOS ACADEMICOS EN INGLES BASICO A1 Y A2,28,No especificada
269,TECNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y EQUIPOS ELECTRONICOS,27,VENTAS Y SERVICIOS
270,TÉCNICO LABORAL EN MANTENIMIENTO Y REPARACION DE AUTOMOTORES A GASOLINA Y GAS,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
271,TÉCNICO LABORAL EN PELUQUERÍA,3,VENTAS Y SERVICIOS
272,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL B2,28,No especificada
273,TÉCNICO LABORAL EN CONTABILIDAD Y FINANZAS,2,FINANZAS Y ADMINISTRACIÓN
274,TÉCNICO LABORAL AUXILIAR EN RECURSOS HUMANOS Y BIENESTAR SOCIAL,18,FINANZAS Y ADMINISTRACIÓN
275,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
276,TÉCNICO LABORAL EN ASISTENCIA ADMINISTRATIVA,1,No especificada
277,ASISTENTE CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
278,TÉCNICO LABORAL POR COMPETENCIAS  EN CRIMINALISTICA,3,VENTAS Y SERVICIOS
279,TÉCNICO LABORAL POR COMPETENCIAS EN DIGITACION Y SISTEMATIZACION DE DATOS,3,VENTAS Y SERVICIOS
280,CONOCIMIENTOS ACADEMICOS EN FRANCES BASICO NIVEL A2,28,No especificada
281,TECNICO LABORAL EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
282,CONOCIMIENTOS ACADÉMICOS EN INTERPRETACIÓN MUSICAL,21,No especificada
283,TÉCNICO LABORAL EN GESTIÓN AMBIENTAL,24,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
284,TÉCNICO LABORAL EN AGENTE DE TURISMO,4,VENTAS Y SERVICIOS
285,TECNICO LABORAL EN REPARADOR DE COMPUTADORES  Y EQUIPO PERIFERICO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
286,CONOCIMIENTOS ACADÉMICOS EN INGLES B2,28,No especificada
287,TÉCNICO LABORAL AUXILIAR DE FACTURACIÓN,1,FINANZAS Y ADMINISTRACIÓN
288,TÉCNICO LABORAL EN AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
289,TÉCNICO LABORAL EN CONTABILIDAD,2,FINANZAS Y ADMINISTRACIÓN
290,CONOCIMIENTOS ACADÉMICOS EN EL IDIOMA FRANCÉS NIVEL A2 INTERMEDIARE,28,No especificada
291,CONOCIMIENTOS ACADÉMICOS EN NIVEL PREINTERMEDIO DE INGLES,28,No especificada
292,TÉCNICO LABORAL EN GESTIÓN DE TALENTO HUMANO,16,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
293,CONOCIMIENTOS ACADÉMICOS EN INGLÉS NIVELES A1 Y A2,28,No especificada
294,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL PREINTERMEDIO B1,28,No especificada
295,TÉCNICO LABORAL EN PELUQUERO ESTILISTA,3,VENTAS Y SERVICIOS
296,TÉCNICO LABORAL EN ASISTENTE DE PREESCOLAR,17,VENTAS Y SERVICIOS
297,TÉCNICO LABORAL EN AUXILIAR DE PERSONAL,1,FINANZAS Y ADMINISTRACIÓN
298,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
299,TÉCNICO LABORAL EN ASISTENTE AGRICOLA,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
300,TÉCNICO LABORAL EN PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,5,VENTAS Y SERVICIOS
301,"TÉCNICO LABORAL POR COMPETENCIAS EN AGENTE DE TRÁNSITO,TRANSPORTE Y SEGURIDAD VIAL",19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
302,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR SALUD OCUPACIONAL,3,VENTAS Y SERVICIOS
303,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE CLINICA VETERINARIA,13,VENTAS Y SERVICIOS
304,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A1,28,No especificada
305,CONOCIMIENTOS ACADÉMICOS EN FRANCÉS INTERMEDIO,28,No especificada
306,TÉCNICO LABORAL COMO AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
307,TÉCNICO LABORAL EN MOTORES DIESEL,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
308,CONOCIMIENTOS ACADÉMICOS EN CANTO,21,No especificada
309,TÉCNICO LABORAL POR COMPETENCIAS EN SOPORTE SISTEMAS E INFORMATICA,8,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
310,TECNICO LABORAL POR COMPETENCIAS EN BELLEZA Y CUIDADO CAPILAR,6,VENTAS Y SERVICIOS
311,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CONTABLE SISTEMATIZADO,2,FINANZAS Y ADMINISTRACIÓN
312,AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
313,CONOCIMIENTOS ACADÉMICOS EN EDICION DE VIDEO Y EFECTOS VISUALES,28,No especificada
314,TÉCNICO LABORAL POR COMPETENCIAS EN MAMPOSTERÍA,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
315,TÉCNICO LABORAL EN AUXILIAR DE ALMACENAMIENTO Y BODEGAJE,25,VENTAS Y SERVICIOS
316,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL B2,28,No especificada
317,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,SALUD
318,TÉCNICO LABORAL EN EJECUTIVO EN VENTAS,3,VENTAS Y SERVICIOS
319,TÉCNICO LABORAL POR COMPETENCIAS EN SISTEMAS INFORMATICA,8,VENTAS Y SERVICIOS
320,CONOCIMIENTOS ACADÉMICOS EN PORTUGUES NIVEL B2,28,No especificada
321,TÉCNICO LABORAL COMO MECÁNICO DE VEHÍCULOS AUTOMOTORES,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
322,CONOCIMIENTOS ACADÉMICOS EN FRANCÉS B2 INTENSIVO,28,No especificada
323,CONOCIMIENTOS ACADÉMICOS EN PREUNIVERSITARIO UNIVERSIDAD DE ANTIOQUIA,28,No especificada
324,TECNICO LABORAL EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
325,CONOCIMIENTOS ACADÉMICOS EN INGLES,28,No especificada
326,TÉCNICO LABORAL EN COMERCIO EXTERIOR,1,FINANZAS Y ADMINISTRACIÓN
327,TÉCNICO LABORAL POR COMPETENCIAS: AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
328,TÉCNICO LABORAL EN ATENCION A LA PRIMERA INFANCIA,7,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
329,TECNICO LABORAL EN SECRETARIADO EJECUTIVO,27,VENTAS Y SERVICIOS
330,TÉCNICO LABORAL POR COMPETENCIAS EN SECRETARIADO EJECUTIVO,3,VENTAS Y SERVICIOS
331,CONOCIMIENTOS ACADÉMICOS EN FUNDAMENTOS JURIDICOS PARA PROFESIONALES NO ABOGADOS,28,No especificada
332,TÉCNICO LABORAL EN CUIDADOR ESTETICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
333,TÉCNICO LABORAL EN CONTABILIDAD SISTEMATIZADA,2,FINANZAS Y ADMINISTRACIÓN
334,TÉCNICO LABORAL EN BELLEZA PELUQUERÍA Y COSMETOLOGIA,6,VENTAS Y SERVICIOS
335,CONOCIMIENTOS ACADÉMICOS EN FRANCES C1,28,No especificada
336,NIVEL INTRODUCTORIO NIÑOS INGLES,17,No especificada
337,TÉCNICO LABORAL EN ADMINISTRACIÓN EMPRESARIAL,1,FINANZAS Y ADMINISTRACIÓN
338,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
339,CONOCIMIENTOS ACADÉMICOS EN BIENESTAR Y RECREACIÓN LABORAL,28,No especificada
340,CONOCIMIENTOS ACADÉMICOS EN INGLES ACCESO A1,28,No especificada
341,CONOCIMIENTOS ACADÉMICOS EN FRANCÉS NIVEL A1,28,No especificada
342,CONOCIMIENTOS ACADÉMICOS EN LENGUA EXTRANJERA PARA LA INTERNACIONALIZACIÓN DEL NIVEL A2,28,No especificada
343,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MANTENIMIENTO TECNICO Y SOPORTE EN REDES Y MANTENIMIENTO DE COMPUTADORES,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
344,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
345,ITALIANO,28,No especificada
346,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,SALUD
347,COCINERO PRINCIPAL,3,VENTAS Y SERVICIOS
348,TECNICO LABORAL EN SERVICIOS CONTABLES Y FINANCIEROS,2,FINANZAS Y ADMINISTRACIÓN
349,TÉCNICO LABORAL EN MAQUILLAJE ARTÍSTICO Y DECORATIVO,6,VENTAS Y SERVICIOS
350,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
351,TÉCNICO LABORAL EN AUXILIAR EN SISTEMAS DE INFORMACIÓN,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
352,CONOCIMIENTOS ACADÉMICOS EN INTERPRETACIÓN DE INSTRUMENTOS MUSICALES,21,No especificada
353,TÉCNICO LABORAL AUXILIAR EN SALUD ORAL,13,SALUD
354,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
355,CONOCIMIENTOS ACADÉMICOS EN ESPAÑOL PARA EXTRANJEROS NIVEL A1,28,No especificada
356,APOYO A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
357,TÉCNICO LABORAL EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
358,TÉCNICO LABORAL EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
359,TÉCNICO LABORAL EN PELUQUERO BARBERO,3,VENTAS Y SERVICIOS
360,TÉCNICO LABORAL EN AGENTE DE TRÁNSITO TRANSPORTE Y SEGURIDAD VIAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
361,TECNICO LABORAL EN SISTEMAS DE INFORMACION,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
362,AUXILIAR EN SALUD ORAL,13,SALUD
363,TÉCNICO LABORAL EN,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
364,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL B1,28,No especificada
365,TÉCNICO LABORAL EN SOLDADURA DE MANTENIMIENTO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
366,TECNICO LABORAL EN MAQUILLAJE ARTISTICO Y DECORATIVO,6,VENTAS Y SERVICIOS
367,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
368,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE MERCADEO,3,VENTAS Y SERVICIOS
369,DISEÑO GRAFICO DIGITAL,22,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
370,TECNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
371,TÉCNICO LABORAL EN AUXILIAR EN SALUD PÚBLICA,13,SALUD
372,TÉCNICO LABORAL EN AUXILIAR DE MERCADEO,3,VENTAS Y SERVICIOS
373,TÉCNICO LABORAL EN AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
374,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL B1,28,No especificada
375,CONOCIMIENTOS ACADÉMICOS EN INGLES B2,28,No especificada
376,TECNICO LABORAL EN INSTALADOR DE REDES Y COMPUTADORES,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
377,TÉCNICO LABORAL POR COMPETENCIAS EN PELUQUERIA,6,VENTAS Y SERVICIOS
378,CONOCIMIENTOS ACADÉMICOS EN ALEMAN NIVEL B1,28,No especificada
379,TÉCNICO LABORAL EN PANADERO Y PASTELERO,3,VENTAS Y SERVICIOS
380,TÉCNICO LABORAL EN AUXILIAR EN CONSTRUCCIÓN CIVIL,10,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
381,CONOCIMIENTOS ACADÉMICOS EN FRANCES B1,28,No especificada
382,TÉCNICO LABORAL AUXILIAR EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
383,TÉCNICO LABORAL EN DISEÑO GRAFICO,22,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
384,TÉCNICO LABORAL EN ASISTENCIA DE PROYECTOS CULTURALES Y ARTISTICOS,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
385,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
386,CONOCIMIENTOS ACADÉMICOS EN INGLES BASICO NIVEL A1 Y A2,28,No especificada
387,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
388,TÉCNICO LABORAL EN SISTEMA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
389,TÉCNICO LABORAL EN SEGURIDAD INDUSTRIAL,11,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
390,ASISTENCIA DE DIRECCION Y ADMINISTRACION DE NEGOCIOS,1,FINANZAS Y ADMINISTRACIÓN
391,TECNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
392,TÉCNICO LABORAL EN AUXILIAR CAJA REGISTRADORA,1,FINANZAS Y ADMINISTRACIÓN
393,TÉCNICO LABORAL EN HIGIENE Y MAQUILLAJE FACIAL,6,VENTAS Y SERVICIOS
394,TÉCNICO LABORAL EN ASISTENCIA JURIDICA,16,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
395,TÉCNICO LABORAL EN AUXILIAR DE OFICINA,1,FINANZAS Y ADMINISTRACIÓN
396,TÉCNICO LABORAL EN ELECTRICISTA RESIDENCIAL,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
397,SEGURIDAD OCUPACIONAL,19,VENTAS Y SERVICIOS
398,TÉCNICO LABORAL EN AUXILIAR DE SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
399,TÉCNICO LABORAL EN POR COMPETENCIA BILINGUE EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
400,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
401,CONOCIMIENTOS ACADÉMICOS EN PORTUGUÉS B1 INTENSIVO,28,No especificada
402,TÉCNICO LABORAL EN INVESTIGACIÓN  PRIVADA   Y  JUDICIAL,3,VENTAS Y SERVICIOS
403,TECNICO LABORAL EN ORGANIZACION EMPRESARIAL DE PYMES Y MIPYMES,1,VENTAS Y SERVICIOS
404,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINACIERO,2,FINANZAS Y ADMINISTRACIÓN
405,TÉCNICO LABORAL EN AUXILIAR DE ARCHIVO Y REGISTRO,1,FINANZAS Y ADMINISTRACIÓN
406,TECNICO LABORAL EN MECANICA DIESEL,26,VENTAS Y SERVICIOS
407,TÉCNICO LABORAL EN AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
408,TÉCNICO LABORAL EN AUXILIAR  ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
409,TÉCNICO LABORAL POR COMPETENCIAS EN SISTEMAS Y DESARROLLO DE SOFTWARE,8,VENTAS Y SERVICIOS
410,TÉCNICO LABORAL EN COCINA,5,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
411,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA EN SISTEMAS INFORMATICOS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
412,TÉCNICO LABORAL POR COMPETENCIAS EN MERCADEO,3,FINANZAS Y ADMINISTRACIÓN
413,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,VENTAS Y SERVICIOS
414,TECNICO LABORAL EN COSMETOLOGIA Y ESTETICA INTEGRAL,6,VENTAS Y SERVICIOS
415,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,VENTAS Y SERVICIOS
416,TÉCNICO LABORAL EN AUXILIAR EN VETERINARIA,23,VENTAS Y SERVICIOS
417,CONOCIMIENTOS ACADÉMICOS EN INGLES PREAVANZADO C1,28,No especificada
418,TÉCNICO LABORAL EN SERVICIO AL CLIENTE,7,VENTAS Y SERVICIOS
419,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
420,TÉCNICO LABORAL EN ASISTENCIA ADMINISTRATIVA,1,FINANZAS Y ADMINISTRACIÓN
421,TÉCNICO LABORAL EN AUXILIAR DE SERVICIOS HOTELEROS Y TURISTICOS,4,VENTAS Y SERVICIOS
422,TÉCNICO LABORAL EN AUXILIAR DE RECURSOS HUMANOS,28,No especificada
423,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,VENTAS Y SERVICIOS
424,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
425,CONOCIMIENTOS ACADÉMICOS EN PRESABER 11°,28,No especificada
426,TÉCNICO LABORAL EN GESTION EN ADMINISTRACION AGROPECUARIA,1,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
427,FORMACIÓN EN AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,VENTAS Y SERVICIOS
428,MANTENIMIENTO DE EQUIPOS DE COMPUTO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
429,TÉCNICO LABORAL EN GESTION TURISTICA O IMPULSADOR,1,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
430,TECNICO LABORAL POR COMPETENCIAS EN ASISTENTE  ADMNISTRATIVO,27,FINANZAS Y ADMINISTRACIÓN
431,TÉCNICO LABORAL EN PANIFICACION,3,VENTAS Y SERVICIOS
432,TÉCNICO LABORAL EN SECRETARIADO EJECUTIVO Y GERENCIAL,1,FINANZAS Y ADMINISTRACIÓN
433,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
434,CONOCIMIENTOS ACADÉMICOS EN INGLES PREINTERMEDIO NIVEL B1,28,No especificada
435,TÉCNICO LABORAL EN OPERADOR DE MAQUINARIA PESADA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
436,"ENGLISH  MANAGEMENT NIVELES A1,A2,B1 y B2",28,No especificada
437,TÉCNICO LABORAL EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
438,TÉCNICO LABORAL EN COCINA,5,VENTAS Y SERVICIOS
439,TÉCNICO LABORAL EN ATENCIÓN A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
440,ELECTRICIDAD INDUSTRIAL,11,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
441,TÉCNICO LABORAL EN SISTEMAS DE INFORMACION,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
442,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR EN SERVICIOS FARMACEUTICOS,7,SALUD
443,TÉCNICO LABORAL EN PROCEDIMIENTOS CONTABLES,2,FINANZAS Y ADMINISTRACIÓN
444,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
445,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
446,TÉCNICO LABORAL EN PELUQUERÍA,3,VENTAS Y SERVICIOS
447,CONOCIMIENTOS ACADÉMICOS EN PORTUGUÉS A1 SEMI-INTENSIVO,28,No especificada
448,TÉCNICO LABORAL EN BELLEZA GENERAL,6,VENTAS Y SERVICIOS
449,TÉCNICO LABORAL EN AUXILIAR EN SALUD PUBLICA,14,VENTAS Y SERVICIOS
450,TECNICO LABORAL EN GESTION DEL RIESGO Y ATENCION DE DESASTRES,1,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
451,TÉCNICO LABORAL EN AUXILIAR EN ELECTRONICA,12,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
452,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
453,TÉCNICO LABORAL POR COMPETENCIAS EN MERCADEO EN PUNTOS DE VENTAS,3,VENTAS Y SERVICIOS
454,TÉCNICO LABORAL EN SISTEMAS INFORMÁTICOS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
455,TÉCNICO LABORAL EN SEGURIDAD Y SALUD EN EL TRABAJO,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
456,TÉCNICO LABORAL AUXILIAR EN ENFERMERIA,13,SALUD
457,TÉCNICO LABORAL POR COMPETENCIA EN MERCADEO Y EJECUTIVO COMERCIAL,3,VENTAS Y SERVICIOS
458,CONOCIMIENTOS ACADÉMICOS EN NIVEL B1 LIMIAR,28,No especificada
459,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL PETROLERA,19,FINANZAS Y ADMINISTRACIÓN
460,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS TURÍSTICOS Y HOTELEROS,4,VENTAS Y SERVICIOS
461,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
462,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
463,TÉCNICO LABORAL EN INSTALACIONES ELECTRICAS RESIDENCIALES,12,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
464,TÉCNICO LABORAL EN GESTION DE RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
